File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF239BMK	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF678FKY/, /files/ENCFF595PNZ/	384064	ENCODE Processing Pipeline	35c0c43ed6c774db8f060d22a096f2b7		https://www.encodeproject.org/files/ENCFF239BMK/@@download/ENCFF239BMK.bed.gz				released	s3://encode-public/2020/12/27/2560dfc6-959e-47e2-b232-7005257db9f8/ENCFF239BMK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/2560dfc6-959e-47e2-b232-7005257db9f8/ENCFF239BMK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF209KZV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF560EQC/, /files/ENCFF595PNZ/, /files/ENCFF356LFX/	50534	ENCODE Processing Pipeline	de0be90f5d5b0f9e6bf57573a22a23b0		https://www.encodeproject.org/files/ENCFF209KZV/@@download/ENCFF209KZV.bed.gz				released	s3://encode-public/2020/12/27/abd9c65e-e31e-49a8-a1dd-fd6819b068e6/ENCFF209KZV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/abd9c65e-e31e-49a8-a1dd-fd6819b068e6/ENCFF209KZV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF897DTI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF678FKY/, /files/ENCFF595PNZ/, /files/ENCFF356LFX/	39935	ENCODE Processing Pipeline	ad0c1dcf873dd6e92b3f827bb51166cd		https://www.encodeproject.org/files/ENCFF897DTI/@@download/ENCFF897DTI.bed.gz				released	s3://encode-public/2020/12/27/cfdbe401-6638-4c9e-9cc3-7686d7299261/ENCFF897DTI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/cfdbe401-6638-4c9e-9cc3-7686d7299261/ENCFF897DTI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF928APT	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF560EQC/, /files/ENCFF678FKY/, /files/ENCFF595PNZ/	1215148	ENCODE Processing Pipeline	e064fa751e06d5475a4cf698d247d42d		https://www.encodeproject.org/files/ENCFF928APT/@@download/ENCFF928APT.bed.gz				released	s3://encode-public/2020/12/27/4c75f711-f181-4130-85d1-158d94756d1e/ENCFF928APT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/4c75f711-f181-4130-85d1-158d94756d1e/ENCFF928APT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF296HBW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				2	2_1							/files/ENCFF899CRH/, /files/ENCFF110QNK/, /files/ENCFF556XYF/	1735791	ENCODE Processing Pipeline	78abdb9d2306ed5754bebe0746680f9a		https://www.encodeproject.org/files/ENCFF296HBW/@@download/ENCFF296HBW.bed.gz				released	s3://encode-public/2017/02/17/58b086be-92c7-4df6-a9c7-c06863fa7ff8/ENCFF296HBW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/17/58b086be-92c7-4df6-a9c7-c06863fa7ff8/ENCFF296HBW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	inconsistent platforms, low read length, mixed read lengths, low read depth	insufficient read length	
ENCFF711LQB	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF999ARM/, /files/ENCFF090NEF/, /files/ENCFF296HBW/	926050	ENCODE Processing Pipeline	b0c01f8a21ebf9c5c5ec85161c5daaec		https://www.encodeproject.org/files/ENCFF711LQB/@@download/ENCFF711LQB.bed.gz				released	s3://encode-public/2017/02/17/bd4d06f2-f208-40c0-8cd8-96f12003e69f/ENCFF711LQB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/17/bd4d06f2-f208-40c0-8cd8-96f12003e69f/ENCFF711LQB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	inconsistent platforms, low read length, mixed read lengths, low read depth	insufficient read length	
ENCFF999ARM	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF110QNK/, /files/ENCFF763OXL/	4645444	ENCODE Processing Pipeline	b50daf364aacf26e998db430b9602c80		https://www.encodeproject.org/files/ENCFF999ARM/@@download/ENCFF999ARM.bed.gz				released	s3://encode-public/2017/02/17/888e9d47-f9ae-4552-9ede-00fa00839c12/ENCFF999ARM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/17/888e9d47-f9ae-4552-9ede-00fa00839c12/ENCFF999ARM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	inconsistent platforms, low read length, mixed read lengths, low read depth	insufficient read length	
ENCFF090NEF	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF899CRH/, /files/ENCFF110QNK/, /files/ENCFF763OXL/, /files/ENCFF556XYF/	1668905	ENCODE Processing Pipeline	e02640b91ec857551e9b1045ff086ae3		https://www.encodeproject.org/files/ENCFF090NEF/@@download/ENCFF090NEF.bed.gz				released	s3://encode-public/2017/02/17/4c11ec16-9460-493a-bba4-fada8d4ae45a/ENCFF090NEF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/17/4c11ec16-9460-493a-bba4-fada8d4ae45a/ENCFF090NEF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	inconsistent platforms, low read length, mixed read lengths, low read depth	insufficient read length	
ENCFF091DUL	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				2	2_1							/files/ENCFF068ZNE/, /files/ENCFF356LFX/, /files/ENCFF680XYN/, /files/ENCFF410ADO/, /files/ENCFF837OAD/	232921	ENCODE Processing Pipeline	4fe144b99253e41f6594d19222075031		https://www.encodeproject.org/files/ENCFF091DUL/@@download/ENCFF091DUL.bed.gz				released	s3://encode-public/2020/12/12/5649eae9-930f-480c-adca-1e8d76499bfd/ENCFF091DUL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/5649eae9-930f-480c-adca-1e8d76499bfd/ENCFF091DUL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length, mixed read lengths, low read depth	insufficient read length	
ENCFF585FCW	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF577CYO/, /files/ENCFF068ZNE/, /files/ENCFF356LFX/, /files/ENCFF837OAD/, /files/ENCFF410ADO/	787518	ENCODE Processing Pipeline	e97abb0b511acae8f1284127b0a01934		https://www.encodeproject.org/files/ENCFF585FCW/@@download/ENCFF585FCW.bed.gz				released	s3://encode-public/2020/12/12/b62feac9-7a43-49db-ba87-246c16036ae0/ENCFF585FCW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/b62feac9-7a43-49db-ba87-246c16036ae0/ENCFF585FCW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length, mixed read lengths, low read depth	insufficient read length	
ENCFF850UDK	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF577CYO/, /files/ENCFF068ZNE/, /files/ENCFF356LFX/, /files/ENCFF680XYN/, /files/ENCFF410ADO/, /files/ENCFF837OAD/	666781	ENCODE Processing Pipeline	8da3f97d737e92eb9549bf001b7ac2c4		https://www.encodeproject.org/files/ENCFF850UDK/@@download/ENCFF850UDK.bed.gz				released	s3://encode-public/2020/12/12/52d45782-8251-4e0a-a0e4-53eeac41f363/ENCFF850UDK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/52d45782-8251-4e0a-a0e4-53eeac41f363/ENCFF850UDK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length, mixed read lengths, low read depth	insufficient read length	
ENCFF604GSC	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF577CYO/, /files/ENCFF068ZNE/, /files/ENCFF356LFX/, /files/ENCFF680XYN/, /files/ENCFF410ADO/, /files/ENCFF837OAD/	678901	ENCODE Processing Pipeline	1cf8641d0e9818f31f607f29c08b3cc0		https://www.encodeproject.org/files/ENCFF604GSC/@@download/ENCFF604GSC.bed.gz				released	s3://encode-public/2020/12/12/4ade9330-c069-40d2-9ae5-bd774bc1fbae/ENCFF604GSC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/4ade9330-c069-40d2-9ae5-bd774bc1fbae/ENCFF604GSC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length, mixed read lengths, low read depth	insufficient read length	
ENCFF222JAV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF805SCJ/, /files/ENCFF948LKH/	3537354	ENCODE Processing Pipeline	f9b033b0137c0c965ac8962b62e6f737		https://www.encodeproject.org/files/ENCFF222JAV/@@download/ENCFF222JAV.bed.gz				released	s3://encode-public/2016/12/16/aed9ee96-0a33-4dc2-8266-e27adb16d259/ENCFF222JAV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/aed9ee96-0a33-4dc2-8266-e27adb16d259/ENCFF222JAV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF164RER	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF948LKH/, /files/ENCFF309DIF/	4111221	ENCODE Processing Pipeline	17963df70b24c3baf43341ec0e62869d		https://www.encodeproject.org/files/ENCFF164RER/@@download/ENCFF164RER.bed.gz				released	s3://encode-public/2016/12/16/737395ba-3ad7-4766-b50d-759e77f78bd1/ENCFF164RER.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/737395ba-3ad7-4766-b50d-759e77f78bd1/ENCFF164RER.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF355IFS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF805SCJ/, /files/ENCFF948LKH/, /files/ENCFF309DIF/	4798788	ENCODE Processing Pipeline	55adbb8213b899dba930ba4d4ab26316		https://www.encodeproject.org/files/ENCFF355IFS/@@download/ENCFF355IFS.bed.gz				released	s3://encode-public/2016/12/16/983ee728-0889-4168-8cdf-dcf1ea25eb38/ENCFF355IFS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/983ee728-0889-4168-8cdf-dcf1ea25eb38/ENCFF355IFS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF722JFZ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF164RER/, /files/ENCFF222JAV/, /files/ENCFF355IFS/, /files/ENCFF419RSJ/	91365	ENCODE Processing Pipeline	672be7cd2a45d4a677dbe6d1a3822ea9		https://www.encodeproject.org/files/ENCFF722JFZ/@@download/ENCFF722JFZ.bed.gz				released	s3://encode-public/2016/12/16/0cb5b021-1683-497b-98af-a70393251be5/ENCFF722JFZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/0cb5b021-1683-497b-98af-a70393251be5/ENCFF722JFZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF794GVQ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF164RER/, /files/ENCFF222JAV/, /files/ENCFF355IFS/, /files/ENCFF419RSJ/	139159	ENCODE Processing Pipeline	7d86f995b39984be80c7f701ba3f671e		https://www.encodeproject.org/files/ENCFF794GVQ/@@download/ENCFF794GVQ.bed.gz				released	s3://encode-public/2016/12/16/cf9d869e-549f-4017-adaf-da3d4eeb127e/ENCFF794GVQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/cf9d869e-549f-4017-adaf-da3d4eeb127e/ENCFF794GVQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF269AMZ	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF153IQI/, /files/ENCFF595PNZ/	580614	ENCODE Processing Pipeline	16f52b1e096f8b714b0f30c72403f317		https://www.encodeproject.org/files/ENCFF269AMZ/@@download/ENCFF269AMZ.bed.gz				released	s3://encode-public/2020/12/27/44185449-8514-4abc-b5c7-63a3747d5f71/ENCFF269AMZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/44185449-8514-4abc-b5c7-63a3747d5f71/ENCFF269AMZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF003BCB	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF153IQI/, /files/ENCFF009VZJ/, /files/ENCFF595PNZ/	2222370	ENCODE Processing Pipeline	1db6d1a3138ebafe93899d352ac27caf		https://www.encodeproject.org/files/ENCFF003BCB/@@download/ENCFF003BCB.bed.gz				released	s3://encode-public/2020/12/27/61da5797-1fbc-4043-a6e8-08a5d8758b94/ENCFF003BCB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/61da5797-1fbc-4043-a6e8-08a5d8758b94/ENCFF003BCB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF154MKP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF356LFX/, /files/ENCFF009VZJ/, /files/ENCFF595PNZ/	63490	ENCODE Processing Pipeline	dfe8040edb4cb4d31a2f579de16438b8		https://www.encodeproject.org/files/ENCFF154MKP/@@download/ENCFF154MKP.bed.gz				released	s3://encode-public/2020/12/27/edf81235-66b4-4381-b9d6-ce715662f8c6/ENCFF154MKP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/edf81235-66b4-4381-b9d6-ce715662f8c6/ENCFF154MKP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF708DFF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF153IQI/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/	43407	ENCODE Processing Pipeline	22c27a18f59abdb92a607f35658cb780		https://www.encodeproject.org/files/ENCFF708DFF/@@download/ENCFF708DFF.bed.gz				released	s3://encode-public/2020/12/27/4f7205a4-fe45-4f56-ae31-fb51653b87c2/ENCFF708DFF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/4f7205a4-fe45-4f56-ae31-fb51653b87c2/ENCFF708DFF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF789GZW	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF009VZJ/, /files/ENCFF595PNZ/	1316027	ENCODE Processing Pipeline	7cd8d3025ed350b2a5468d924da07938		https://www.encodeproject.org/files/ENCFF789GZW/@@download/ENCFF789GZW.bed.gz				released	s3://encode-public/2020/12/27/2dd29851-5af9-426d-ae9e-010ce557b872/ENCFF789GZW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/2dd29851-5af9-426d-ae9e-010ce557b872/ENCFF789GZW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF631XUA	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF153IQI/, /files/ENCFF009VZJ/, /files/ENCFF595PNZ/	2833191	ENCODE Processing Pipeline	454d2d23817921a9806db40c7f435ba4		https://www.encodeproject.org/files/ENCFF631XUA/@@download/ENCFF631XUA.bed.gz				released	s3://encode-public/2020/12/27/79d4add0-9703-4698-8386-08740b36bf2a/ENCFF631XUA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/79d4add0-9703-4698-8386-08740b36bf2a/ENCFF631XUA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF435DTC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF153IQI/, /files/ENCFF356LFX/, /files/ENCFF009VZJ/, /files/ENCFF595PNZ/	159686	ENCODE Processing Pipeline	1ef410452a4a1bffac92184e236dec80		https://www.encodeproject.org/files/ENCFF435DTC/@@download/ENCFF435DTC.bed.gz				released	s3://encode-public/2020/12/27/6076c65b-4621-4d89-8659-63945db30485/ENCFF435DTC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/6076c65b-4621-4d89-8659-63945db30485/ENCFF435DTC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF655XZF	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BMT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NANOG-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF153IQI/, /files/ENCFF356LFX/, /files/ENCFF009VZJ/, /files/ENCFF595PNZ/	102854	ENCODE Processing Pipeline	2f99c39baa89146fe371755177e9f654		https://www.encodeproject.org/files/ENCFF655XZF/@@download/ENCFF655XZF.bed.gz				released	s3://encode-public/2020/12/27/8674853e-8d64-438a-9830-a64ffbde5d4a/ENCFF655XZF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/8674853e-8d64-438a-9830-a64ffbde5d4a/ENCFF655XZF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	poor library complexity, insufficient read depth, severe bottlenecking	
